language,vulnerability_type,vulnerable_code,fixed_code
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token); // not validating 'issued at' claim\nString subject = jwt.getSubject();,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\"")))\n    .withSubject(\""expectedSubject\"")\n    .build();\nDecodedJWT jwt = verifier.verify(token);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"try {\n    JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\n    DecodedJWT jwt = verifier.verify(token);\n} catch(Exception e) { throw new SecurityException(\""Token verification failed\"", e); }"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);\nif(jwt.getNotBefore() != null && jwt.getNotBefore().after(new Date())) { throw new SecurityException(\""Token not valid yet\""); }"""
Java,Insecure JWT Validation,MyToken tokenObj = CustomJWTParser.parse(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nMyToken tokenObj = CustomJWTParser.secureParse(token, verifier);"""
Java,Insecure JWT Validation,"DecodedJWT jwt = JWT.decode(token);\nString csrf = jwt.getClaim(\csrf\"").asString();""","JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);\nString csrf = jwt.getClaim(\""csrf\"").asString();\nif(!csrf.equals(expectedCsrf)) { throw new SecurityException(\""Invalid CSRF token\""); }"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);\n// Additional integrity checks can be added here"""
Java,Insecure JWT Validation,"DecodedJWT jwt = JWT.decode(token);\nString userType = jwt.getClaim(\userType\"").asString();""","JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\"")))\n    .withClaim(\""userType\"", \""standard\"")\n    .build();\nDecodedJWT jwt = verifier.verify(token);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);\nif(TokenRevocationService.isRevoked(token)) { throw new SecurityException(\""Token revoked\""); }"""
Java,Insecure JWT Validation,DecodedJWT jwt = LegacyJWTParser.parse(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = LegacyJWTParser.secureParse(token, verifier);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\""))).build();\nDecodedJWT jwt = verifier.verify(token);"""
Java,Insecure JWT Validation,DecodedJWT jwt = JWT.decode(token);,"JWTVerifier verifier = JWT.require(Algorithm.HMAC256(System.getenv(\JWT_SECRET\"")))\n    .withIssuer(\""trustedIssuer\"")\n    .withAudience(\""trustedAudience\"")\n    .build();\nDecodedJWT jwt = verifier.verify(token);"""
C#,Insecure JWT Validation,"var jwtToken = tokenHandler.ReadJwtToken(token);\nstring uid = jwtToken.Claims.First(c => c.Type == \uid\"").Value;""","var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""])),\n    ValidateLifetime = true,\n    ValidateIssuer = true,\n    ValidIssuer = \""trustedIssuer\"",\n    ValidateAudience = true,\n    ValidAudience = \""trustedAudience\"",\n    ClockSkew = TimeSpan.Zero\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring uid = principal.FindFirst(\""uid\"")?.Value;"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);\nDateTime exp = jwtToken.ValidTo;,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nDateTime exp = ((JwtSecurityToken)validatedToken).ValidTo;"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);\nstring issuer = jwtToken.Issuer;,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring issuer = ((JwtSecurityToken)validatedToken).Issuer;"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);\nIEnumerable<Claim> claims = jwtToken.Claims;,"var validationParameters = new TokenValidationParameters {\n    ValidateAudience = true,\n    ValidAudience = \trustedAudience\"",\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nIEnumerable<Claim> claims = principal.Claims;"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Invalid token\"", ex); }"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nif(((JwtSecurityToken)validatedToken).ValidFrom > DateTime.UtcNow) { throw new SecurityTokenException(\""Token not yet valid\""); }"""
C#,Insecure JWT Validation,var claim = tokenHandler.ReadJwtToken(token).Claims.First().Value;,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nvar claim = principal.Claims.FirstOrDefault()?.Value;"""
C#,Insecure JWT Validation,"var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Validation,"var principal = tokenHandler.ValidateToken(token, parameters, out var st);","try {\n    var principal = tokenHandler.ValidateToken(token, parameters, out var st);\n} catch(Exception ex) { throw new SecurityTokenException(\Token is invalid\"", ex); }"""
C#,Insecure JWT Validation,var decodedToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Validation,"var jwtToken = tokenHandler.ReadJwtToken(token);\nstring userType = jwtToken.Claims.First(c => c.Type == \userType\"").Value;""","var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring userType = principal.FindFirst(\""userType\"")?.Value;\nif(userType != \""expectedType\"") { throw new SecurityTokenException(\""Invalid user type\""); }"""
C#,Insecure JWT Validation,var decoded = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Validation,var jwt = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Token invalid\"", ex); }"""
C#,Insecure JWT Validation,"var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);\nDateTime exp = jwtToken.ValidTo;,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nDateTime exp = ((JwtSecurityToken)validatedToken).ValidTo;"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateAudience = true,\n    ValidAudience = \trustedAudience\"",\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Validation,var jwtToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Malformed token\"", ex); }"""
C#,Insecure JWT Validation,var jwt = tokenHandler.ReadJwtToken(token);,var validationParameters = new TokenValidationParameters {\n    RequireSignedTokens = true
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data1.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data1.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data2.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data2.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data3.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data3.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data4.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data4.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data5.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data5.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data6.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data6.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data7.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data7.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data8.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data8.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data9.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data9.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data10.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data10.xml\""));"""
Java,XML External Entity (XXE),"DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\data11.xml\""));""","DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();\ndbf.setFeature(\http://apache.org/xml/features/disallow-doctype-decl\"", true);\ndbf.setFeature(\""http://xml.org/sax/features/external-general-entities\"", false);\ndbf.setFeature(\""http://xml.org/sax/features/external-parameter-entities\"", false);\ndbf.setXIncludeAware(false);\ndbf.setExpandEntityReferences(false);\nDocumentBuilder db = dbf.newDocumentBuilder();\nDocument doc = db.parse(new File(\""data11.xml\""));"""
C#,XML External Entity (XXE),"XmlDocument xmlDoc = new XmlDocument();\nxmlDoc.Load(Server.MapPath(\data50.xml\""));""","XmlReaderSettings settings = new XmlReaderSettings();\nsettings.DtdProcessing = DtdProcessing.Prohibit;\nsettings.XmlResolver = null;\nusing(XmlReader reader = XmlReader.Create(Server.MapPath(\data50.xml\""), settings)) {\n    XmlDocument xmlDoc = new XmlDocument();\n    xmlDoc.Load(reader);\n}"""
Java,Hardcoded Secrets,"String apiKey = \abc123\"";""","String apiKey = System.getenv(\API_KEY\"");"""
Java,Hardcoded Secrets,"final String secret = \mySecretPassword\"";""","final String secret = Config.getSecret(\mySecretPassword\"");"""
Java,Hardcoded Secrets,"String dbPassword = \passw0rd\"";""","String dbPassword = System.getProperty(\DB_PASSWORD\"");"""
Java,Hardcoded Secrets,"private static final String TOKEN = \staticTokenValue\"";""","private static final String TOKEN = Config.get(\TOKEN\"");"""
Java,Hardcoded Secrets,"String key = \superSecretKey\"";""","String key = Environment.get(\SUPER_SECRET_KEY\"");"""
Java,Hardcoded Secrets,"if(password.equals(\admin123\"")) { grantAccess(); }""",if(UserService.authenticate(password)) { grantAccess(); }
Java,Hardcoded Secrets,"String s = \secret\"";""","String s = SecureVault.getSecret(\s\"");"""
Java,Hardcoded Secrets,"String secretKey = \defaultKey\"";""","String secretKey = PropertiesLoader.getProperty(\secretKey\"");"""
Java,Hardcoded Secrets,"final String PASS = \1234\"";""","final String PASS = Config.get(\DB_PASS\"");"""
Java,Hardcoded Secrets,"String encryptionKey = \key123\"";""","String encryptionKey = System.getenv(\ENCRYPTION_KEY\"");"""
Java,Hardcoded Secrets,"String connectionPassword = \connPass\"";""","String connectionPassword = SecureConfig.get(\CONN_PASS\"");"""
Java,Hardcoded Secrets,"String jwtSecret = \jwtSecretValue\"";""","String jwtSecret = System.getenv(\JWT_SECRET\"");"""
Java,Hardcoded Secrets,"private static final String API_SECRET = \secretAPI\"";""","private static final String API_SECRET = Config.get(\API_SECRET\"");"""
Java,Hardcoded Secrets,"String token = \hardCodedToken\"";""","String token = Environment.get(\TOKEN\"");"""
Java,Hardcoded Secrets,"String privateKey = \-----BEGIN PRIVATE KEY----- ...\"";""","String privateKey = KeyManager.getPrivateKey(\myKey\"");"""
Java,Hardcoded Secrets,"String userPass = \password123\"";""","String userPass = SecureStore.getDecryptedKey(\USER_PASS\"");"""
Java,Hardcoded Secrets,"final String SSH_KEY = \ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC...\"";""","final String SSH_KEY = SecretsManager.getSSHKey(\MY_SSH_KEY\"");"""
Java,Hardcoded Secrets,"String appSecret = \appSecret!\"";""","String appSecret = Config.get(\APP_SECRET\"");"""
Java,Hardcoded Secrets,"String apiPassword = \pass@123\"";""","String apiPassword = Environment.get(\API_PASSWORD\"");"""
Java,Hardcoded Secrets,"String oauthSecret = \oauthSecretValue\"";""","String oauthSecret = Config.get(\OAUTH_SECRET\"");"""
Java,Hardcoded Secrets,"private String key = \default\"";""","private String key = SecureStore.get(\KEY\"");"""
Java,Hardcoded Secrets,"String servicePassword = \servicePass\"";""","String servicePassword = Config.get(\SERVICE_PASS\"");"""
Java,Hardcoded Secrets,"String dbUser = \admin\""; String dbPass = \""admin123\"";""","String dbUser = Config.get(\DB_USER\""); String dbPass = Config.get(\""DB_PASS\"");"""
Java,Hardcoded Secrets,"String encryptionPass = \pass1234\"";""","String encryptionPass = SecureVault.getSecret(\ENCRYPTION_PASS\"");"""
Java,Hardcoded Secrets,"final String STATIC_KEY = \keyStatic\"";""","final String STATIC_KEY = System.getenv(\STATIC_KEY\"");"""
Java,Hardcoded Secrets,"String authToken = \token123\"";""","String authToken = Config.get(\AUTH_TOKEN\"");"""
Java,Hardcoded Secrets,"String licenseKey = \LICENSE-ABC-123\"";""",String licenseKey = LicenseManager.getLicenseKey();
Java,Hardcoded Secrets,"String smtpPassword = \smtppass\"";""","String smtpPassword = Environment.get(\SMTP_PASSWORD\"");"""
Java,Hardcoded Secrets,"String ftpPassword = \ftp1234\"";""","String ftpPassword = SecureConfig.get(\FTP_PASSWORD\"");"""
Java,Hardcoded Secrets,"final String JWT_KEY = \jwtKey123\"";""","final String JWT_KEY = Config.get(\JWT_KEY\"");"""
Java,Hardcoded Secrets,"String privateInfo = \secretInfo\"";""","String privateInfo = SecureData.get(\privateInfo\"");"""
Java,Hardcoded Secrets,"String connectionString = \jdbc:mysql://localhost:3306/db?user=root&password=pass\"";""",String connectionString = DBConfig.getConnectionString();
Java,Hardcoded Secrets,"// Hardcoded key in code\nString key = \hardcodedKey\"";""","// Retrieve key from secure config\nString key = Environment.get(\SECURE_KEY\"");"""
Java,Hardcoded Secrets,"String legacySecret = \legacySecret123\"";""","String legacySecret = LegacyConfig.getSecret(\legacySecret\"");"""
Java,Hardcoded Secrets,"private static final String ENCRYPTION_KEY = \encKey!\"";""","private static final String ENCRYPTION_KEY = SecureVault.get(\ENCRYPTION_KEY\"");"""
C#,Hardcoded Secrets,"string apiKey = \abc123\"";""","string apiKey = Environment.GetEnvironmentVariable(\API_KEY\"");"""
C#,Hardcoded Secrets,"const string secret = \mySecretPassword\"";""","const string secret = ConfigManager.GetSecret(\mySecretPassword\"");"""
C#,Hardcoded Secrets,"string dbPassword = \passw0rd\"";""","string dbPassword = ConfigurationManager.AppSettings[\DB_PASSWORD\""];"""
C#,Hardcoded Secrets,"private static readonly string TOKEN = \staticTokenValue\"";""","private static readonly string TOKEN = ConfigurationManager.AppSettings[\TOKEN\""];"""
C#,Hardcoded Secrets,"string key = \superSecretKey\"";""","string key = Environment.GetEnvironmentVariable(\SUPER_SECRET_KEY\"");"""
C#,Hardcoded Secrets,"if(password == \admin123\"") { GrantAccess(); }""","if(AuthService.ValidateCredentials(password)) { GrantAccess(); } else { throw new SecurityException(\Invalid credentials\""); }"""
C#,Hardcoded Secrets,"string s = \secret\"";""","string s = SecureManager.GetSecret(\s\"");"""
C#,Hardcoded Secrets,"string secretKey = \defaultKey\"";""","string secretKey = ConfigurationManager.AppSettings[\secretKey\""];"""
C#,Hardcoded Secrets,"const string PASS = \1234\"";""","const string PASS = ConfigManager.GetSecret(\PASS\"");"""
C#,Hardcoded Secrets,"string encryptionKey = \key123\"";""","string encryptionKey = Environment.GetEnvironmentVariable(\ENCRYPTION_KEY\"");"""
C#,Hardcoded Secrets,"string connectionPassword = \connPass\"";""","string connectionPassword = SecureConfig.Get(\CONN_PASS\"");"""
C#,Hardcoded Secrets,"string jwtSecret = \jwtSecretValue\"";""","string jwtSecret = Environment.GetEnvironmentVariable(\JWT_SECRET\"");"""
C#,Hardcoded Secrets,"private static readonly string API_SECRET = \secretAPI\"";""","private static readonly string API_SECRET = ConfigurationManager.AppSettings[\API_SECRET\""];"""
C#,Hardcoded Secrets,"string token = \hardCodedToken\"";""","string token = ConfigManager.GetValue(\TOKEN\"");"""
C#,Hardcoded Secrets,"string privateKey = \-----BEGIN PRIVATE KEY----- ...\"";""","string privateKey = KeyStore.GetPrivateKey(\myKey\"");"""
C#,Hardcoded Secrets,"string userPass = \password123\"";""","string userPass = SecureStore.GetDecrypted(\USER_PASS\"");"""
C#,Hardcoded Secrets,"const string SSH_KEY = \ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC...\"";""",const string SSH_KEY = SecureKeyGenerator.GenerateSSHKey();
C#,Hardcoded Secrets,"string appSecret = \appSecret!\"";""","string appSecret = ConfigurationManager.AppSettings[\APP_SECRET\""];"""
C#,Hardcoded Secrets,"string apiPassword = \pass@123\"";""","string apiPassword = Environment.GetEnvironmentVariable(\API_PASSWORD\"");"""
C#,Hardcoded Secrets,"string oauthSecret = \oauthSecretValue\"";""","string oauthSecret = ConfigManager.GetSecret(\OAUTH_SECRET\"");"""
C#,Hardcoded Secrets,"private string key = \default\"";""","private string key = SecureStore.GetValue(\KEY\"");"""
C#,Hardcoded Secrets,"string servicePassword = \servicePass\"";""","string servicePassword = ConfigurationManager.AppSettings[\SERVICE_PASS\""];"""
